,auto_brand_en,item_kind_name_en,car_year,car_mileage,car_price,source
33164,Mercedes-Benz,CLA,2015,101000,1188000,8891
33165,BMW,5-Series Touring,2013,78000,1168000,8891
33166,BMW,2-Series Active Tourer,2015,52000,760000,8891
33167,Mercedes-Benz,GLC,2019,27000,2198000,8891
33168,Lexus,NX,2016,22000,1428000,8891
33169,Mercedes-Benz,S-Class Sedan,2017,25000,3298000,8891
33170,Nissan,Livina,2017,122000,378000,8891
33171,Mercedes-Benz,CLS,2012,107000,980000,8891
33172,Ford,Focus,2020,2354,809000,8891
33173,Porsche,718 Boxster,2018,8000,0,8891
33174,Mercedes-Benz,E-Class Sedan,2018,32000,0,8891
33175,Nissan,Tiida,2014,96000,398000,8891
33176,Mercedes-Benz,C-Class Sedan,2011,130000,588000,8891
33177,Mercedes-Benz,A-Class,2018,40000,1588000,8891
33178,Toyota,Corolla Altis,2014,80000,0,8891
33179,BMW,M5,2012,70000,1780000,8891
33180,Maserati,GranTurismo,2011,49000,0,8891
33181,Mitsubishi,Delica廂車,2019,15000,658000,8891
33182,Mercedes-Benz,CLA,2016,68000,1180000,8891
33183,Audi,S3 Sportback,2011,140000,0,8891
33184,Nissan,Tiida,2012,123000,380000,8891
33185,Honda,Fit,2019,44000,550000,8891
33186,Mazda,6 Wagon,2017,110000,798000,8891
33187,Mercedes-Benz,CLA,2019,53000,1950000,8891
33188,Lexus,IS,2018,45000,1388000,8891
33189,BMW,3-Series Coupe,2007,18000,328000,8891
33190,Skoda,Fabia,2016,60000,380000,8891
33191,Porsche,Macan,2019,40000,0,8891
33192,Mercedes-Benz,C-Class Sedan,2004,130000,188000,8891
33193,Mercedes-Benz,S-Class Sedan,2003,135000,158000,8891
33194,Mercedes-Benz,GLB,2020,11000,1960000,8891
33195,CMC,Veryca,2017,60000,318000,8891
33196,CMC,Veryca,2008,130000,168000,8891
33197,Toyota,Sienna,2018,290,1180000,8891
33198,Honda,Fit,2016,63000,0,8891
33199,CMC,Veryca,2016,120000,318000,8891
33200,Nissan,X-Trail,2006,100000,128000,8891
33201,Maserati,GranTurismo,2014,35000,1790000,8891
33202,Mitsubishi,Canter,2009,200000,568000,8891
33203,Mitsubishi,Canter,2004,200000,258000,8891
33204,Toyota,Auris,2018,35000,0,8891
33205,Mercedes-Benz,C-Class Coupe,2016,24000,1700000,8891
33206,Mercedes-Benz,GLC Coupe,2018,61000,2280000,8891
33207,Toyota,Yaris,2018,26000,458000,8891
33208,Honda,Civic,2010,80000,368000,8891
33209,BMW,1-Series Hatchback,2017,30000,895000,8891
33210,Volkswagen,Golf Plus,2012,90000,395000,8891
33211,Ford,Focus,2014,68000,358000,8891
33212,Mitsubishi,Lancer Fortis,2015,50000,358000,8891
33213,Maserati,Levante,2018,50000,0,8891
33214,BMW,3-Series Sedan,2019,19000,0,8891
33215,Porsche,Panamera,2018,50000,0,8891
33216,Porsche,911 Carrera,2012,80000,2980000,8891
33217,Mercedes-Benz,C-Class Sedan,2016,89000,1280000,8891
33218,Maserati,Ghibli SQ4,2015,89000,0,8891
33219,Porsche,Cayenne S,2015,36000,0,8891
33220,BMW,7-Series,2017,95000,0,8891
33221,Volkswagen,T5 Caravelle,2014,170000,528000,8891
33222,Honda,CR-V,2008,233000,268000,8891
33223,Mercedes-Benz,GLC,2020,20000,0,8891
33224,BMW,4-Series Gran Coupé,2016,85000,1280000,8891
33225,Porsche,Macan GTS,2016,70000,2258000,8891
33226,Infiniti,QX70,2013,30000,758000,8891
33227,Ford,Fiesta,2013,110000,200000,8891
33228,Mercedes-Benz,CLS,2018,1210,0,8891
33229,Ford,Focus,2020,20000,698000,8891
33230,Mercedes-Benz,E-Class Sedan,2018,60000,0,8891
33231,Porsche,Macan,2016,75000,1980000,8891
33232,Mercedes-Benz,S-Class Sedan,2017,70000,0,8891
33233,Honda,Odyssey,2020,300,2400000,8891
33234,Lexus,NX,2019,17000,1680000,8891
33235,Mercedes-Benz,E-Class Sedan,2016,70000,1658000,8891
33236,Lexus,IS,2019,20000,1288000,8891
33237,Volkswagen,Beetle,1990,667,0,8891
33238,Honda,Civic K12,2010,120000,280000,8891
33239,Toyota,Vios,2015,150000,228000,8891
33240,Volvo,XC40,2020,7000,0,8891
33241,BMW,3-Series Convertible,2012,90000,680000,8891
33242,Mercedes-Benz,C-Class Sedan,2015,80000,1000000,8891
33243,Mercedes-Benz,CLA,2015,100000,1100000,8891
33244,BMW,4-Series Gran Coupé,2015,120000,1250000,8891
33245,Mercedes-Benz,GLC Coupe,2018,40000,1950000,8891
33246,BMW,4-Series Coupe,2015,120000,1250000,8891
33247,Mercedes-Benz,C-Class Sedan,2017,26000,1900000,8891
33248,Mercedes-Benz,CLA,2017,10000,1400000,8891
33249,Mercedes-Benz,CLA,2017,80000,1400000,8891
33250,BMW,3-Series Touring,2014,80000,950000,8891
33251,Audi,A8,2014,100000,1150000,8891
33252,Volvo,XC60,2010,141000,498000,8891
33253,BMW,7-Series,2012,95000,988000,8891
33254,Audi,A5 Coupe,2018,42000,0,8891
33255,Volvo,S60,2019,19000,1290000,8891
33256,Mercedes-Benz,C-Class Sedan,2017,37000,0,8891
33257,Volvo,S60,2019,19000,1290000,8891
33258,Mazda,MX-5,2020,4789,0,8891
33259,Luxgen,M7 Turbo,2014,80000,368000,8891
33260,Mercedes-Benz,G-Class,2013,35000,3889000,8891
33261,Porsche,718 Cayman,2018,38000,0,8891
33262,BMW,3-Series Sedan,2012,60000,690000,8891
33263,Honda,Civic,2009,157000,228000,8891
33264,Volkswagen,Tiguan Allspace,2018,18000,1088000,8891
33265,Mazda,CX-30,2019,12000,898000,8891
33266,Luxgen,U7 Turbo,2012,88000,180000,8891
33267,Porsche,Macan,2019,40000,0,8891
33268,BMW,5-Series Sedan,2010,270000,558000,8891
33269,Toyota,Corolla Altis,2018,11000,558000,8891
33270,Toyota,Corolla Altis,2016,75000,0,8891
33271,Porsche,Cayenne,2016,60000,0,8891
33272,Mercedes-Benz,S-Class Sedan,2008,140000,450000,8891
33273,Lexus,CT,2017,59000,938000,8891
33274,BMW,M3,2013,78000,0,8891
33275,Toyota,Camry,2016,60000,600000,8891
33276,BMW,3-Series Touring,2019,28000,0,8891
33277,Volvo,S90,2019,18000,1388000,8891
33278,Mazda,3,2014,40000,588000,8891
33279,Subaru,XV,2016,68000,650000,8891
33280,BMW,1-Series Hatchback,2016,88000,0,8891
33281,Mercedes-Benz,A-Class,2018,20000,1198000,8891
33282,Mercedes-Benz,B-Class,2015,60000,900000,8891
33283,Volkswagen,Golf GTI,2012,120000,638000,8891
33284,Volkswagen,Beetle,2004,91000,188000,8891
33285,Volvo,S90,2016,59000,1120000,8891
33286,Volvo,S60,2019,13000,1300000,8891
33287,Volvo,XC90,2020,21000,3050000,8891
33288,Volvo,S60,2019,12000,1590000,8891
33289,Volvo,XC90,2019,29000,2280000,8891
33290,Honda,Civic,2010,123000,368000,8891
33291,Mitsubishi,Outlander,2020,7000,878000,8891
33292,Land Rover,Range Rover Evoque,2011,106000,880000,8891
33293,Toyota,Zace,2004,260000,158000,8891
33294,Toyota,Camry,2009,130000,230000,8891
33295,BMW,3-Series Sedan,2018,40000,1280000,8891
33296,Mercedes-Benz,S-Class Sedan,2009,130000,680000,8891
33297,Peugeot,3008,2011,63000,358000,8891
33298,BMW,3-Series Coupe,2018,25000,1880000,8891
33299,Peugeot,3008,2011,63000,358000,8891
33300,Mazda,3,2014,60000,568000,8891
33301,Mazda,3,2012,74000,328000,8891
33302,Mercedes-Benz,CLA,2014,110000,928000,8891
33303,Mercedes-Benz,GLE,2019,24000,0,8891
33304,Mercedes-Benz,C-Class Cabriolet,2017,72000,1450000,8891
33305,Jeep,Wrangler,1996,98000,280000,8891
33306,BMW,4-Series Convertible,2014,92000,1380000,8891
33307,Volkswagen,Scirocco,2009,76000,408000,8891
33308,Nissan,Livina,2018,48000,368000,8891
33309,Mitsubishi,Lancer Fortis,2012,214000,228000,8891
33310,Mini,Cooper S,2009,80000,498000,8891
33311,Ford,Kuga,2016,80000,588000,8891
33312,Mercedes-Benz,S-Class Sedan,2015,100000,1980000,8891
33313,Maserati,Ghibli SQ4,2014,110000,0,8891
33314,Mercedes-Benz,G-Class,2012,80000,0,8891
33315,Toyota,RAV4,2019,10000,758000,8891
33316,Mazda,3,2017,40000,408000,8891
33317,Luxgen,S5 Turbo,2012,80000,218000,8891
33318,Mercedes-Benz,V-Class,2015,100000,1580000,8891
33319,BMW,M3,2008,150000,1150000,8891
33320,Honda,Fit,2009,150000,248000,8891
33321,CMC,Veryca,2002,140000,118000,8891
33322,Honda,Fit,2011,80000,10000,8891
33323,Toyota,Sienta,2018,10000,380000,8891
33324,Mercedes-Benz,S-Class Sedan,2015,90000,1980000,8891
33325,BMW,3-Series Sedan,2005,200000,198000,8891
33326,Toyota,Yaris,2010,140000,258000,8891
33327,Audi,A3 Sportback,2014,90000,698000,8891
33328,BMW,Z4,2011,60000,788000,8891
33329,CMC,Veryca廂車,2010,160000,158000,8891
33330,Luxgen,U6 Turbo,2014,94000,358000,8891
33331,Toyota,Auris,2018,44000,688000,8891
33332,Mitsubishi,Zinger,2017,139000,378000,8891
33333,Toyota,Innova,2007,299000,188000,8891
33334,BMW,3-Series Sedan,2005,120000,318000,8891
33335,Ford,Focus,2014,110000,348000,8891
33336,Nissan,Tiida,2010,140000,198000,8891
33337,Toyota,Corolla Altis,2006,120000,0,8891
33338,Nissan,Sentra,2017,73000,200000,8891
33339,Mercedes-Benz,E-Class Sedan,2000,212000,130000,8891
33340,Mercedes-Benz,CL-Class,2002,130000,0,8891
33341,CMC,Veryca,2006,150000,198000,8891
33342,Mercedes-Benz,CLA,2017,60000,1280000,8891
33343,BMW,3-Series Sedan,2020,1200,2690000,8891
33344,Mercedes-Benz,GL-Class,2007,159000,430000,8891
33345,BMW,4-Series Convertible,2016,94000,1568000,8891
33346,BMW,X5,2009,169000,498000,8891
33347,BMW,X5,2016,162000,1198000,8891
33348,BMW,5-Series Sedan,2013,110000,798000,8891
33349,Infiniti,QX30,2019,28000,0,8891
33350,Toyota,RAV4,2014,48000,0,8891
33351,Honda,Fit,2012,92000,328000,8891
33352,Mercedes-Benz,E-Class Sedan,2017,44000,2300000,8891
33353,Mitsubishi,Virage,2005,153000,68000,8891
33354,Infiniti,Q50,2015,130000,700000,8891
33355,Volkswagen,Golf,2013,110000,388000,8891
33356,Audi,A4 Avant,2011,100000,600000,8891
33357,Hyundai,Elantra,2012,60000,420000,8891
33358,Mini,Clubman S,2012,150000,600000,8891
33359,BMW,1-Series Coupe,2011,130000,700000,8891
33360,Peugeot,107,2013,59000,238000,8891
33361,BMW,4-Series Coupe,2016,48000,1598000,8891
33362,Mercedes-Benz,GLB,2020,140,0,8891
33363,Lexus,SC,2003,140000,298000,8891
33364,Mercedes-Benz,GLK,2010,170000,650000,8891
33365,Nissan,Sentra,2016,85000,329000,8891
33366,BMW,3-Series Sedan,2018,40000,1280000,8891
33367,Subaru,Impreza,2019,8794,760000,8891
33368,Lexus,ES,2014,89000,0,8891
33369,Lexus,ES,2014,89000,0,8891
33370,CMC,Veryca,2013,98000,178000,8891
33371,Toyota,Corolla Altis X,2015,80000,458000,8891
33372,BMW,5-Series Sedan,2016,53000,1128000,8891
33373,BMW,5-Series Sedan,2016,53000,1128000,8891
33374,Toyota,Prius C,2017,8000,538000,8891
33375,Toyota,C-HR,2019,36000,728000,8891
33376,Mercedes-Benz,S-Class Sedan,2006,130000,368000,8891
33377,Porsche,981 Boxster,2014,20000,0,8891
33378,Volkswagen,Tiguan,2018,10000,1098000,8891
33379,Lexus,SC,2005,130000,398000,8891
33380,Ford,Focus,2014,103000,358000,8891
33381,Land Rover,Range Rover Evoque,2015,50000,1198000,8891
33382,Honda,Fit,2014,99000,338000,8891
33383,Mercedes-Benz,GLC,2020,13000,2338000,8891
33384,Land Rover,Freelander,2011,290000,498000,8891
33385,Lexus,ES,2017,30000,1138000,8891
33386,Mercedes-Benz,S-Class Sedan,2006,150000,398000,8891
33387,Mercedes-Benz,C-Class Sedan,2015,72000,1458000,8891
33388,Mercedes-Benz,S-Class Sedan,2015,20000,0,8891
33389,BMW,X6,2014,70000,0,8891
33390,Mitsubishi,Super Zinger,2011,110000,200000,8891
33391,Toyota,Camry,2002,186000,88000,8891
33392,Mini,Countryman S,2011,130000,698000,8891
33393,Mitsubishi,Lancer Fortis,2015,130000,338000,8891
33394,Luxgen,M7 Turbo EcoHyper,2016,80000,558000,8891
33395,BMW,3-Series Sedan,2013,40000,650000,8891
33396,BMW,3-Series Touring,2016,47000,1380000,8891
33397,Mercedes-Benz,C-Class Sedan,2016,45000,1960000,8891
33398,Mercedes-Benz,C-Class Sedan,2017,26000,1900000,8891
33399,Mercedes-Benz,GLC Coupe,2018,45000,1960000,8891
33400,BMW,4-Series Gran Coupé,2016,60000,1090000,8891
33401,Mercedes-Benz,CLA Shooting Brake,2015,50000,1230000,8891
33402,Hyundai,Ix35,2016,60000,458000,8891
33403,Mitsubishi,Colt Plus,2015,80000,208000,8891
33404,CMC,Magic,2003,50000,138000,8891
33405,CMC,Veryca,2000,240000,100000,8891
33406,Mercedes-Benz,CLA,2014,97000,1060000,8891
33407,Ford,Focus,2018,30000,688000,8891
33408,Mazda,3,2018,20000,600000,8891
33409,BMW,1-Series Hatchback,2011,120000,568000,8891
33410,Ford,Focus,2016,56000,428000,8891
33411,Ford,Focus,2012,220000,178000,8891
33412,Honda,CR-V,2019,90000,798000,8891
33413,Ford,Kuga,2020,6000,858000,8891
33414,Subaru,Forester,2013,119000,488000,8891
33415,Luxgen,7 MPV,2010,130000,238000,8891
33416,Jaguar,F-Pace,2018,10000,2000000,8891
33417,Lexus,NX,2020,11000,0,8891
33418,Mercedes-Benz,S-Class Sedan,2017,24000,0,8891
33419,Maserati,Quattroporte,2018,4000,0,8891
33420,Land Rover,Range Rover Evoque,2014,100000,980000,8891
33421,Mitsubishi,Outlander,2019,1000,818000,8891
33422,CMC,Veryca廂車,2014,136000,278000,8891
33423,Toyota,Sienta,2018,20000,485000,8891
33424,Peugeot,308,2009,96000,325000,8891
33425,Suzuki,Swift,2006,190000,120000,8891
33426,Honda,Fit,2010,20000,215000,8891
33427,Mazda,3,2010,20000,220000,8891
33428,Toyota,Yaris,2013,120000,180000,8891
33429,Ford,Focus,2013,100000,250000,8891
33430,Honda,Fit,2015,40000,280000,8891
33431,Mercedes-Benz,S-Class Sedan,2017,20000,0,8891
33432,Mercedes-Benz,GLC,2018,70000,1798000,8891
33433,Infiniti,QX60,2015,50000,858000,8891
33434,Mitsubishi,Outlander,2017,56000,600000,8891
33435,Mercedes-Benz,C-Class Estate,2015,67000,0,8891
33436,Toyota,Corolla Altis,2015,90000,428000,8891
33437,BMW,Z4,2011,60000,798000,8891
33438,Mitsubishi,Veryca,2016,140000,248000,8891
33439,Toyota,Vios,2010,100000,30000,8891
33440,Toyota,Wish,2013,70000,50000,8891
33441,Honda,Civic,2010,100000,30000,8891
33442,Audi,A4 Sedan,2011,100000,40000,8891
33443,Audi,A3 Sportback,2014,75000,130000,8891
33444,Honda,CR-V,2013,90000,60000,8891
33445,Volkswagen,Golf,2012,90000,40000,8891
33446,Infiniti,Q50,2016,33000,898000,8891
33447,Mercedes-Benz,GLC,2019,30000,1000000,8891
33448,Honda,Civic,2013,80000,40000,8891
33449,Hyundai,Elantra,2013,80000,90000,8891
33450,Mazda,6,2006,150000,50000,8891
33451,Mitsubishi,Outlander,2008,100000,120000,8891
33452,Mitsubishi,Virage,2006,160000,20000,8891
33453,Honda,CR-V,2014,121000,488000,8891
33454,Mercedes-Benz,C-Class Sedan,2015,60000,2000000,8891
33455,BMW,3-Series Sedan,2009,115000,50000,8891
33456,Hyundai,Ix35,2011,100000,110000,8891
33457,BMW,4-Series Gran Coupé,2017,40000,750000,8891
33458,BMW,4-Series Gran Coupé,2017,50000,1500000,8891
33459,Mercedes-Benz,E-Class Sedan,2017,60000,1900000,8891
33460,Porsche,Macan,2017,40000,1250000,8891
33461,Toyota,Camry Hybrid,2015,60000,472000,8891
33462,Honda,CR-V,2013,105000,499000,8891
33463,Mini,Countryman,2011,99000,569000,8891
33464,Lexus,RX,2011,153000,599000,8891
33465,Audi,A3 Sportback,2018,30000,988000,8891
33466,Lexus,SC,2007,120000,0,8891
33467,BMW,1-Series Hatchback,2019,16000,0,8891
33468,Mazda,CX-5,2018,78000,828000,8891
33469,Mercedes-Benz,S-Class Sedan,2010,170000,528000,8891
33470,BMW,X1,2017,46000,1250000,8891
33471,Volkswagen,Golf GTI,2011,100000,500000,8891
33472,Volkswagen,Golf GTI,2011,80000,500000,8891
33473,Volkswagen,Golf GTI,2012,110000,500000,8891
33474,Luxgen,U6 Turbo ECO Hyper,2016,37000,418000,8891
33475,Luxgen,U5,2017,31000,468000,8891
33476,Hyundai,Elantra,2013,35000,398000,8891
33477,Nissan,X-Trail,2017,70000,698000,8891
33478,Ford,Fiesta,2018,56000,438000,8891
33479,Mitsubishi,Colt Plus,2016,140000,268000,8891
33480,Mitsubishi,Outlander,2014,93000,338000,8891
33481,Mercedes-Benz,C-Class Cabriolet,2014,120000,798000,8891
33482,Nissan,Livina,2017,115000,366000,8891
33483,Volkswagen,Golf GTI,2010,120000,520000,8891
33484,Honda,Civic,2009,120000,240000,8891
33485,Volvo,V60,2019,20000,1468000,8891
33486,BMW,3-Series Sedan,2012,80000,720000,8891
33487,Volkswagen,Golf GTI,2010,150000,530000,8891
33488,Honda,Civic,2009,140000,240000,8891
33489,Nissan,Tiida,2018,20000,418000,8891
33490,Mitsubishi,Colt Plus,2011,87000,208000,8891
33491,Mercedes-Benz,C-Class Coupe,2017,37000,0,8891
33492,Hyundai,Elantra,2015,120000,498000,8891
33493,Volkswagen,Golf GTI,2012,140000,520000,8891
33494,Mazda,2,2016,63000,358000,8891
33495,Volkswagen,Golf GTI,2011,140000,550000,8891
33496,Toyota,Zace,2007,180000,0,8891
33497,Mitsubishi,Canter,2012,260000,0,8891
33498,Mitsubishi,Delica貨車,2017,70000,0,8891
33499,Ford,Focus,2006,168000,88000,8891
33500,Mercedes-Benz,GLE Coupe,2018,56000,0,8891
33501,Mercedes-Benz,GLA,2017,67000,0,8891
33502,Mercedes-Benz,G-Class,2008,81000,0,8891
33503,Jeep,Wrangler,2021,238,0,8891
33504,Mercedes-Benz,E-Class Estate,2019,12000,0,8891
33505,Toyota,C-HR,2018,16000,788000,8891
33506,Mazda,3,2017,11000,528000,8891
33507,Ford,Focus,2015,80000,298000,8891
33508,Toyota,Camry,2017,9000,588000,8891
33509,BMW,3-Series Sedan,2013,70000,598000,8891
33510,Toyota,Vios,2017,100000,358000,8891
33511,Nissan,X-Trail,2021,12,888000,8891
33512,Honda,Civic,2008,101000,258000,8891
33513,Mercedes-Benz,C-Class Cabriolet,2005,215000,158000,8891
33514,Mercedes-Benz,GLC Coupe,2017,55000,1990000,8891
33515,Honda,CR-V,2008,160000,228000,8891
33516,Honda,Civic,2014,130000,498000,8891
33517,Porsche,Macan,2014,91000,1580000,8891
33518,Ford,Focus,2017,60000,668000,8891
33519,Mercedes-Benz,S-Class Sedan,2017,69000,3300000,8891
33520,Nissan,Tiida,2021,11,0,8891
33521,BMW,3-Series Convertible,2012,120000,868000,8891
33522,Mercedes-Benz,A-Class,2018,30000,1580000,8891
33523,BMW,3-Series Sedan,2012,97000,598000,8891
33524,Mercedes-Benz,CLA,2016,60000,1280000,8891
33525,Mitsubishi,Lancer,2013,108000,238000,8891
33526,BMW,4-Series Gran Coupé,2015,120000,1250000,8891
33527,Luxgen,U6 Turbo,2013,170000,338000,8891
33528,BMW,3-Series Sedan,2010,90000,498000,8891
33529,Mercedes-Benz,GLC,2016,40000,1660000,8891
33530,Hyundai,Elantra,2017,50000,368000,8891
33531,Nissan,Tiida,2014,128000,308000,8891
33532,Porsche,718 Spyder,2020,6000,0,8891
33533,Mercedes-Benz,SL,2011,40000,1530000,8891
33534,Volvo,S60,2013,52000,536000,8891
33535,Lexus,RX,2016,80000,1298000,8891
33536,Mitsubishi,Outlander,2017,26000,698000,8891
33537,Toyota,Prius,2019,31000,868000,8891
33538,Mitsubishi,Outlander,2020,700,938000,8891
33539,Mercedes-Benz,E-Class Sedan,2019,26000,1920000,8891
33540,Porsche,Macan,2016,60000,1880000,8891
33541,Mercedes-Benz,S-Class Sedan,1990,115000,138000,8891
33542,Mercedes-Benz,E-Class Estate,2019,26000,1920000,8891
33543,Ford,Tierra,2003,170000,70000,8891
33544,Volkswagen,Bora,2002,154000,128000,8891
33545,Audi,Q5,2019,2000,1950000,8891
33546,Lexus,SC,2006,170000,460000,8891
33547,Mercedes-Benz,C-Class Sedan,2007,129000,378000,8891
33548,BMW,3-Series Sedan,2013,80000,798000,8891
33549,BMW,3-Series Sedan,2006,99000,268000,8891
33550,Maserati,Quattroporte,2015,41000,2380000,8891
33551,Volvo,V60,2013,110000,0,8891
33552,Volvo,V40,2016,70000,0,8891
33553,Mercedes-Benz,E-Class Sedan,2010,80000,0,8891
33554,Mitsubishi,LEADCA,2013,180000,398000,8891
33555,Kia,Kaon,2005,173000,268000,8891
33556,Hino,300,2012,135000,658000,8891
33557,Honda,Civic,2016,50000,470000,8891
33558,Volkswagen,Scirocco,2009,130000,498000,8891
33559,Mitsubishi,Outlander,2009,110000,190000,8891
33560,Toyota,Camry,2009,150000,220000,8891
33561,Honda,CR-V,2013,190000,498000,8891
33562,Mazda,3,2015,70000,298000,8891
33563,Mazda,3,2014,60000,288000,8891
33564,Lexus,LS,2013,150000,598000,8891
33565,Hyundai,I10,2011,74000,178000,8891
33566,Toyota,Wish,2011,190000,298000,8891
33567,Infiniti,Q30,2016,32000,758000,8891
33568,Toyota,Corolla Altis,2012,90000,328000,8891
33569,BMW,5-Series Sedan,2012,90000,790000,8891
33570,Mercedes-Benz,E-Class Sedan,2012,130000,790000,8891
33571,Mercedes-Benz,E-Class Sedan,2012,100000,850000,8891
33572,Mercedes-Benz,E-Class Sedan,2011,100000,790000,8891
33573,BMW,5-Series Sedan,2012,68000,768000,8891
33574,Porsche,Cayenne,2013,110000,1290000,8891
33575,Mercedes-Benz,E-Class Sedan,2009,120000,690000,8891
33576,Toyota,Hiace,2004,215000,168000,8891
33577,Hyundai,I10,2013,150000,248000,8891
33578,Lexus,RX,2015,52000,0,8891
33579,BMW,3-Series Sedan,2013,39000,728000,8891
33580,Lexus,CT,2013,58000,458000,8891
33581,Subaru,Levorg,2018,32000,880000,8891
33582,Mercedes-Benz,CLA,2017,23000,1150000,8891
33583,Volkswagen,Golf,2014,70000,388000,8891
33584,Mazda,3,2010,100000,158000,8891
33585,Toyota,Vios,2016,130000,220000,8891
33586,Audi,A5 Sportback,2019,8000,1610000,8891
33587,BMW,3-Series Sedan,2013,96000,878000,8891
33588,BMW,3-Series Sedan,2013,90000,868000,8891
33589,Porsche,Macan,2018,31000,0,8891
33590,Porsche,Macan,2014,32000,1480000,8891
33591,Luxgen,M7 Turbo,2010,95000,198000,8891
33592,BMW,4-Series Gran Coupé,2016,48000,1180000,8891
33593,Mini,Countryman S,2011,75000,489000,8891
33594,Mazda,3,2011,100000,238000,8891
33595,Honda,Civic Type R,2016,19000,1600000,8891
33596,Mazda,3,2012,161000,298000,8891
33597,Luxgen,S5 Turbo,2015,106000,230000,8891
33598,Toyota,Camry,2019,32000,708000,8891
33599,Toyota,Camry,2009,155000,298000,8891
33600,Mercedes-Benz,V-Class,2017,62000,1498000,8891
33601,Volvo,XC60,2020,3001,1850000,8891
33602,BMW,5-Series GT,2011,330000,1050000,8891
33603,Toyota,Sienta,2019,87000,499000,8891
33604,Honda,Civic K12,2011,180000,298000,8891
33605,Nissan,Kicks,2020,5330,688000,8891
33606,Toyota,C-HR,2018,32000,768000,8891
33607,Honda,CR-V,2019,75000,908000,8891
33608,Mercedes-Benz,E-Class Sedan,2013,60000,988000,8891
33609,Honda,CR-V,2009,150000,368000,8891
33610,BMW,X2,2018,45000,0,8891
33611,Mini,Countryman,2019,8000,1290000,8891
33612,Volvo,V40,2017,130000,790000,8891
33613,Mazda,5,2011,100000,288000,8891
33614,Suzuki,Solio,2007,20000,100000,8891
33615,Toyota,Wish,2014,140000,300000,8891
33616,Porsche,Cayenne,2013,108000,1150000,8891
33617,Hyundai,Santa Fe,2014,186000,448000,8891
33618,BMW,X7,2019,8900,0,8891
33619,Ford,Kuga,2016,70000,528000,8891
33620,Hyundai,Elantra,2016,60000,388000,8891
33621,Mitsubishi,Zinger,2009,90000,128000,8891
33622,Mercedes-Benz,S-Class Sedan,2014,120000,1598000,8891
33623,Porsche,911 GT3 RS,2019,2200,0,8891
33624,Volkswagen,Tiguan,2019,20000,998000,8891
33625,BMW,X6,2009,108000,768000,8891
33626,Mercedes-Benz,GLA,2017,70000,0,8891
33627,Porsche,Cayenne,2011,140000,938000,8891
33628,Volkswagen,Golf GTI,2015,77000,0,8891
33629,Alfa Romeo,Stelvio,2018,9000,0,8891
33630,Luxgen,7 SUV,2013,72000,250000,8891
33631,Mazda,3,2011,170000,158000,8891
33632,Toyota,Innova,2014,65000,288000,8891
33633,Toyota,Vios,2017,51000,368000,8891
33634,Nissan,Livina,2012,118000,268000,8891
33635,Daihatsu,Sirion,2013,101000,268000,8891
33636,Mercedes-Benz,S-Class Sedan,2016,100000,0,8891
33637,BMW,X1,2020,2340,0,8891
33638,Mitsubishi,Delica貨車,2017,68000,368000,8891
33639,Volvo,V40,2015,100000,550000,8891
33640,Volkswagen,Golf,2009,79000,188000,8891
33641,Mercedes-Benz,C-Class Sedan,2007,110000,426000,8891
33642,Mercedes-Benz,GLC,2018,20000,1658000,8891
33643,Infiniti,G35,2006,150000,0,8891
33644,Toyota,Sienta,2018,1640,539000,8891
33645,BMW,1-Series Hatchback,2019,7000,0,8891
33646,Mercedes-Benz,C-Class Sedan,2007,150000,458000,8891
33647,Nissan,Livina,2009,110000,188000,8891
33648,Mercedes-Benz,GLC,2018,83000,1638000,8891
33649,Luxgen,7 MPV,2011,215000,218000,8891
33650,BMW,7-Series,2011,95000,780000,8891
33651,Toyota,Yaris,2017,100000,338000,8891
33652,Ford,Ranger,2017,17000,888000,8891
33653,Mercedes-Benz,S-Class Sedan,2015,100000,1490000,8891
33654,Mercedes-Benz,GLC,2016,100000,1450000,8891
33655,Mercedes-Benz,C-Class Sedan,2017,20000,2080000,8891
33656,Mercedes-Benz,B-Class,2012,100000,668000,8891
33657,Mazda,3,2017,20000,480000,8891
33658,Mercedes-Benz,C-Class Estate,2019,20000,1990000,8891
33659,Mercedes-Benz,CLA,2013,70000,798000,8891
33660,BMW,5-Series Sedan,2017,40000,1700000,8891
33661,Honda,Fit,2015,60000,338000,8891
33662,Mercedes-Benz,C-Class Sedan,2014,123000,1168000,8891
33663,BMW,4-Series Gran Coupé,2016,60000,1200000,8891
33664,Mitsubishi,Colt Plus,2018,40000,408000,8891
33665,Honda,Odyssey,2015,70000,988000,8891
33666,Mercedes-Benz,C-Class Sedan,2012,118000,688000,8891
33667,Mercedes-Benz,GLA,2017,40000,1300000,8891
33668,BMW,3-Series Sedan,2015,59000,868000,8891
33669,Nissan,March,2012,60000,188000,8891
33670,BMW,2-Series Active Tourer,2018,35000,980000,8891
33671,Mercedes-Benz,CLA,2017,30000,1300000,8891
33672,Mercedes-Benz,GLC,2019,4000,1920000,8891
33673,Toyota,Corolla Altis,2017,60000,538000,8891
33674,Honda,Civic,2006,110000,158000,8891
33675,Mercedes-Benz,CLA,2016,49000,998000,8891
33676,Nissan,Tiida,2012,150000,228000,8891
33677,Mercedes-Benz,C-Class Coupe,2012,60000,650000,8891
33678,Mercedes-Benz,GLC,2018,4000,1980000,8891
